point#,speed score,accn score,jerk score,point score,distance weight
0,88.14317673378075,100,100,96.08724832214764,6.939994999999726
1,93.11459110116827,100,100,97.72781506338553,6.153298000000177
2,100,100,100,100.0,5.864797000000181
3,100,100,100,100.0,5.542628999999579
4,100,100,100,100.0,5.632763000000523
5,100,100,100,100.0,4.641177999999854
6,100,100,100,100.0,4.778040999999575
7,100,100,54.36443999999998,84.9402652,4.347110000000612
8,100,100,100,100.0,4.061815000000024
9,100,0,0,100.0,4.396675999999388
10,100,0,0,100.0,4.49234400000023
11,100,0,0,100.0,4.11207099999956
12,100,-29.930775183469294,0,35.03461240826535,4.272698000000673
13,100,-21.139144269388765,100,58.81269094840782,5.262306999999964
14,94.34431323803605,-83.86052970807889,100,35.62104326780508,4.626588000000083
15,88.12927284027346,-75.149878304548,100,36.53170141374392,5.670659999999771
16,88.12927284027346,0,0,88.12927284027346,6.391569999999774
17,81.91423244251088,-106.71769369127482,0,-12.401730624381969,6.122564000000239
18,81.91423244251088,0,0,81.91423244251088,6.312952999999652
19,81.91423244251088,0,0,81.91423244251088,5.923608000000058
20,100,98.92175986964867,0,99.46087993482433,5.801943000000392
21,95.60029828486203,100,100,98.54809843400447,6.717899999999645
22,98.0860054685558,100,0,99.0430027342779,6.132712000000538
