point#,speed score,accn score,jerk score,point score,distance weight
0,100,100,100,100.0,5.7879439999996976
1,100,0,0,100.0,5.4885620000004565
2,100,100,0,100.0,5.244004999999561
3,100,0,0,100.0,5.304505000000063
4,100,0,0,100.0,5.431013999999777
5,85.02175264139217,0,0,85.02175264139217,5.226590000000215
6,85.02175264139217,0,0,85.02175264139217,5.424918000000616
7,78.80671224362959,-172.41242544159383,0,-46.80285659898212,5.3179079999999885
8,81.91423244251088,100,0,90.95711622125543,6.29055900000003
9,100,0,0,100.0,5.923670999999558
10,100,0,0,100.0,5.45326600000044
11,100,100,0,100.0,6.4825859999991735
12,100,0,0,100.0,5.173577000000478
