point#,speed score,accn score,jerk score,point score,distance weight
0,100,100,100,100.0,3.1607269999999943
1,100,100,100,100.0,2.891976999999997
2,100,100,100,100.0,2.767844000000011
3,100,100,100,100.0,2.7858229999999935
4,100,100,100,100.0,2.4786200000000065
5,100,100,100,100.0,2.261600999999999
6,100,100,100,100.0,2.3246409999999997
7,100,0,0,100.0,1.693136999999993
8,100,100,0,100.0,1.650293000000005
9,100,100,100,100.0,1.5731040000000007
10,100,100,100,100.0,1.1361249999999927
11,100,100,100,100.0,0.9041480000000064
12,100,100,100,100.0,0.8065409999999957
13,100,100,100,100.0,0.5219359999999966
14,100,0,0,100.0,0.42669600000000685
15,100,0,0,100.0,0.4405519999999967
16,100,0,0,100.0,0.42649900000000684
17,100,0,0,100.0,0.4335229999999939
18,100,100,0,100.0,0.47104799999999614
19,100,100,100,100.0,0.7181850000000054
20,100,84.67089176508385,100,94.78810320012852,1.1218509999999924
21,100,100,100,100.0,1.4537690000000083
22,100,100,100,100.0,1.7618920000000031
23,100,95.55171476863877,100,98.48758302133719,2.1334859999999907
24,100,81.57817860769055,100,93.73658072661479,2.4167830000000095
25,100,-90.36229708275494,45.08304000000001,17.154222191863326,2.7361509999999925
26,100,40.54369253393071,43.77372000000002,61.230183061536444,3.0832690000000014
27,100,23.17783899949699,100,73.88046525982898,3.4016299999999973
28,100,36.52716460056763,100,78.41923596419299,4.536619000000002
29,100,-5.3427907743226255,100,64.18345113673031,4.326142000000004
30,100,100,100,100.0,4.748478999999989
31,100,79.14638940295251,100,92.90977239700385,4.919938999999999
32,100,100,100,100.0,5.373158000000018
33,100,0,0,100.0,6.512911000000003
