point#,speed score,accn score,jerk score,point score,distance weight
0,86.36363636363636,16.15568002962686,0,51.25965819663161,8.888161999999284
1,82.8125,0.7552879263234669,100,60.58492289494998,9.270062000000507
2,82.8125,0,0,82.8125,9.391875000000255
3,82.8125,0,0,82.8125,9.908469999999397
4,79.26136363636364,-15.058552558552552,0,32.101405538905546,9.508064999999988
5,81.03693181818181,100,0,90.5184659090909,9.715261000000282
6,81.03693181818181,0,0,81.03693181818181,10.128985999999713
7,77.48579545454545,-25.433302293097015,0,26.02624658072422,9.761170000000675
8,77.48579545454545,0,0,77.48579545454545,9.888716999999815
9,77.48579545454545,0,0,77.48579545454545,9.736782999999377
10,73.9346590909091,-37.15017327685801,0,18.39224290702554,10.610580000000482
11,75.71022727272727,100,0,87.85511363636363,10.356332000000293
12,75.71022727272727,0,0,75.71022727272727,10.354496999999355
13,75.71022727272727,0,0,75.71022727272727,10.354714000000058
14,72.15909090909092,-57.42245917127822,0,7.36831586890635,10.31331500000033
15,73.9346590909091,100,0,86.96732954545455,10.333008999999947
16,73.9346590909091,0,0,73.9346590909091,10.421597999999904
17,73.9346590909091,0,0,73.9346590909091,9.955699000000095
18,75.71022727272727,100,0,87.85511363636363,9.98292500000025
19,75.71022727272727,0,0,75.71022727272727,9.950558999999885
20,72.15909090909092,-57.412741260628984,0,7.3731748242309685,10.463980999999876
21,73.9346590909091,100,0,86.96732954545455,10.708206999999675
22,73.9346590909091,0,0,73.9346590909091,10.502379999999903
23,73.9346590909091,0,0,73.9346590909091,10.421635000000606
24,73.9346590909091,0,0,73.9346590909091,10.421695999999429
25,73.9346590909091,0,0,73.9346590909091,10.018176999999923
26,70.38352272727273,-72.91660747265203,0,-1.2665423726896492,10.446118000000752
27,70.38352272727273,0,0,70.38352272727273,10.388629999999466
28,72.15909090909092,100,0,86.07954545454547,10.337765000000218
29,72.15909090909092,0,0,72.15909090909092,10.565757000000303
30,72.15909090909092,0,0,72.15909090909092,10.161642999999458
31,72.15909090909092,0,0,72.15909090909092,10.23797999999988
32,72.15909090909092,0,0,72.15909090909092,10.404696999999942
33,73.9346590909091,100,0,86.96732954545455,10.838646000000153
34,75.71022727272727,100,100,91.984375,10.43541499999992
35,79.26136363636364,91.95843081778119,100,90.42211647804561,9.621579000000565
36,79.26136363636364,0,0,79.26136363636364,10.059941999999864
37,81.03693181818181,100,0,90.5184659090909,10.019355999999789
38,82.8125,100,100,94.328125,10.004697999999735
39,84.58806818181819,100,100,94.9140625,10.092811000000438
40,86.36363636363636,100,100,95.5,9.715012999999999
41,88.13920454545455,100,100,96.0859375,9.114411999999902
42,89.91477272727273,100,100,96.671875,9.098987000000307
43,89.91477272727273,0,0,89.91477272727273,8.816745000000083
44,91.6903409090909,100,0,95.84517045454545,8.783640999999989
45,93.4659090909091,100,100,97.84375,8.425691999999799
46,95.24147727272727,100,100,98.4296875,8.487009999999827
47,97.01704545454545,100,100,99.015625,8.58910399999968
48,98.79261363636364,100,100,99.6015625,8.165226000000075
49,98.79261363636364,0,0,98.79261363636364,8.17203900000004
50,100,100,0,100.0,8.00101100000029
51,100,0,0,100.0,8.101894999999786
52,100,100,0,100.0,7.955574000000524
53,100,100,100,100.0,8.171575999999732
54,100,0,0,100.0,7.865084999999453
55,100,0,0,100.0,7.745429000000513
56,100,0,0,100.0,7.554030000000239
57,100,100,0,100.0,7.951167999999598
58,100,100,0,100.0,7.746204000000034
59,100,0,0,100.0,7.867290999999568
60,100,0,0,100.0,7.566945000000487
61,100,0,0,100.0,8.406135999999606
62,100,76.52937637858432,0,88.26468818929216,8.278658000000178
63,100,100,0,100.0,8.2403460000005
64,100,0,0,100.0,8.262084999999388
65,98.79261363636364,62.09188138065149,0,80.44224750850756,7.949700000000121
66,98.79261363636364,0,0,98.79261363636364,8.4315830000005
67,98.79261363636364,0,0,98.79261363636364,8.042304999999942
68,98.79261363636364,0,0,98.79261363636364,8.239017999999305
69,98.79261363636364,0,0,98.79261363636364,7.975454000000354
70,98.79261363636364,0,0,98.79261363636364,8.178837999999814
71,98.79261363636364,0,0,98.79261363636364,8.880723000000216
72,95.24147727272727,54.41356772594097,0,74.82752249933412,8.34900000000016
73,97.01704545454545,100,0,98.50852272727272,8.154883999999583
74,98.79261363636364,100,100,99.6015625,7.993558000000121
75,98.79261363636364,0,0,98.79261363636364,8.30187500000011
76,95.24147727272727,68.99845992036664,0,82.11996859654695,9.141367000000173
77,97.01704545454545,100,0,98.50852272727272,8.950378999999884
78,100,100,100,100.0,8.70977000000039
79,100,0,0,100.0,8.662154999999984
80,100,0,0,100.0,8.028595999999197
81,100,100,0,100.0,8.042504000000008
82,98.79261363636364,65.39224946176823,0,82.09243154906594,7.892630000000281
83,100,100,0,100.0,8.348523999999998
84,100,0,0,100.0,8.411229000000276
85,100,100,0,100.0,7.855555999999524
86,100,0,0,100.0,7.947897000000012
87,100,0,0,100.0,7.697587999999996
88,100,0,0,100.0,8.153276000000005
89,100,0,0,100.0,7.867704000000231
90,100,0,0,100.0,7.830090999999811
91,100,0,0,100.0,8.253697000000102
