point#,speed score,accn score,jerk score,point score,distance weight
0,100,0,0,100.0,8.740150999999969
1,100,100,0,100.0,8.521357999999964
2,100,100,100,100.0,8.435288000000128
3,100,100,100,100.0,8.146524999999883
4,100,0,0,100.0,8.107363000000078
5,100,100,0,100.0,8.120670000000018
6,100,100,100,100.0,7.819578999999976
7,100,0,0,100.0,7.803644000000077
8,100,100,0,100.0,7.59107599999993
9,100,0,0,100.0,7.421252999999979
10,100,100,0,100.0,7.487321999999949
11,100,100,100,100.0,7.447147000000086
12,100,0,0,100.0,7.367952999999943
13,100,0,0,100.0,7.253872000000001
14,100,0,0,100.0,7.369899000000032
15,100,0,0,100.0,7.892219999999952
16,100,100,0,100.0,7.289817000000085
17,100,0,0,100.0,7.122777999999926
18,100,100,0,100.0,7.785323999999946
19,100,100,100,100.0,6.807295000000067
20,100,62.22849169336766,0,81.11424584668383,7.477743000000146
21,100,100,0,100.0,7.356333999999833
22,100,100,100,100.0,6.975341000000071
23,100,0,0,100.0,7.263879999999972
24,100,100,0,100.0,6.955003999999917
25,100,100,100,100.0,6.610787000000073
26,100,100,100,100.0,6.03358900000012
27,100,-88.38095886098031,100,35.95047398726669,6.061913000000004
28,100,-17.513151413110826,100,60.045528519542316,6.5382009999998445
29,100,-36.25644324279678,100,53.67280929744909,4.875643000000082
30,100,53.92098109516101,100,84.33313357235474,4.520945999999867
31,100,100,100,100.0,4.237726000000066
32,100,0,0,100.0,4.335274000000027
33,100,100,0,100.0,4.338443999999981
34,100,100,100,100.0,4.079656999999997
35,100,0,0,100.0,4.078044000000091
36,100,0,0,100.0,3.982488000000103
37,100,0,0,100.0,4.047577999999703
38,100,-26.29113873650755,0,36.854430631746226,4.27467200000001
39,100,-52.33431497857819,100,48.20633290728341,4.559602000000268
40,100,0,0,100.0,4.657999999999902
41,100,-81.81074183733321,0,9.094629081333395,4.6003820000000815
42,100,-292.6043995599072,100,-33.485495850368466,4.941147000000001
43,100,-166.5764342548522,100,9.364012353350255,5.324951999999939
44,100,95.4731203334964,100,98.46086091338879,5.864865999999893
45,100,100,0,100.0,5.953395
46,100,85.67761561848938,0,92.83880780924468,5.741585000000214
47,100,82.39327264113302,100,94.01371269798523,6.291549999999916
48,100,0,0,100.0,6.4067660000000615
49,100,0,0,100.0,6.314610999999786
50,100,71.98453559714746,0,85.99226779857372,6.564736000000266
51,100,63.2189158574342,100,87.49443139152763,6.881349999999657
52,100,53.42480226109143,100,84.16443276877109,6.9258380000001125
53,100,0,0,100.0,6.947723000000224
54,100,0,0,100.0,7.0488619999996445
55,100,0,0,100.0,7.108028999999988
56,100,0,0,100.0,7.111609000000044
57,100,45.62272259730166,0,72.81136129865084,7.43806799999993
58,100,29.47421337573113,100,76.02123254774858,7.512991000000056
59,100,100,0,100.0,7.513014000000112
60,100,0,0,100.0,7.658969999999954
