point#,speed score,accn score,jerk score,point score,distance weight
0,100,100,0,100.0,7.9148840000002565
1,100,0,0,100.0,7.885394999999789
2,100,100,0,100.0,7.860379000000194
3,100,0,0,100.0,8.171535999999833
4,100,100,0,100.0,7.8015730000001895
5,100,100,0,100.0,8.645152999999937
6,100,100,100,100.0,7.849608999999873
7,100,0,0,100.0,7.987650999999914
8,100,100,0,100.0,7.684933000000001
9,100,100,100,100.0,7.409310000000005
10,100,0,0,100.0,7.3960910000000695
11,100,0,0,100.0,7.396103999999923
12,100,100,0,100.0,7.819460000000163
13,100,0,0,100.0,7.453097000000071
14,100,0,0,100.0,6.944496999999956
15,100,0,0,100.0,8.027099999999791
16,100,100,0,100.0,7.31738200000018
17,100,100,0,100.0,7.432146999999986
18,100,0,0,100.0,7.658513999999741
19,100,0,0,100.0,7.369912999999997
20,100,100,0,100.0,7.850013000000217
21,100,0,0,100.0,7.40982699999995
22,100,0,0,100.0,7.542015999999876
23,100,0,0,100.0,8.017062000000351
24,100,0,0,100.0,8.081099999999878
25,100,100,0,100.0,7.703265000000101
26,100,0,0,100.0,8.05841799999962
27,100,100,0,100.0,7.83403300000009
28,100,100,100,100.0,8.187855000000127
29,100,0,0,100.0,8.864390000000185
30,100,0,0,100.0,8.523073999999724
31,100,0,0,100.0,8.257607999999891
32,100,100,0,100.0,8.444033000000218
33,100,100,100,100.0,8.75020799999993
34,100,100,100,100.0,9.194874000000254
35,100,100,0,100.0,9.120797999999922
36,100,100,0,100.0,9.680421999999908
37,100,100,100,100.0,9.26723200000015
38,100,0,0,100.0,9.831291999999848
39,100,0,0,100.0,10.053892999999789
40,100,100,0,100.0,10.1075850000002
41,100,100,100,100.0,9.954185000000052
42,100,0,0,100.0,10.404739000000063
43,100,100,0,100.0,10.951587999999902
44,100,0,0,100.0,10.693573999999899
45,100,26.065048372134125,0,63.032524186067064,10.719993000000159
46,100,0,0,100.0,11.005259000000024
47,100,100,0,100.0,11.50022399999989
48,100,0,0,100.0,11.287598999999773
49,100,100,0,100.0,11.860883000000285
50,100,93.6674565120429,100,97.84693521409459,12.084151999999904
51,100,0,0,100.0,12.723989999999958
52,100,86.33317200072592,0,93.16658600036297,12.636751999999888
53,100,75.45737402973286,100,91.65550717010917,12.866805999999997
54,100,0,0,100.0,13.918179000000237
55,100,-22.813643677731086,0,38.59317816113446,12.399769000000106
56,100,47.6809841023333,100,82.21153459479332,13.654091999999764
57,100,0,0,100.0,13.339713000000302
58,100,0,0,100.0,13.221599999999853
59,100,27.11343016759783,0,63.55671508379891,13.543403000000126
60,100,0,0,100.0,14.029068999999708
61,100,0,0,100.0,13.404105999999956
62,100,0,0,100.0,13.512089000000287
63,100,16.345677804412418,0,58.17283890220621,14.341060999999627
64,100,84.6708244979418,0,92.3354122489709,14.546414000000368
65,100,0,0,100.0,13.537018999999873
66,100,0,0,100.0,13.769702999999936
67,100,0,0,100.0,13.760718999999881
68,100,0,0,100.0,13.978532000000087
