point#,speed score,accn score,jerk score,point score,distance weight
0,100,100,0,100.0,5.042454999999791
1,100,100,0,100.0,5.29964099999961
2,100,100,100,100.0,4.692052000000331
3,100,0,0,100.0,4.555616999999984
4,100,100,0,100.0,4.473874000000251
5,100,100,100,100.0,4.181466
6,100,100,100,100.0,4.028182999999444
7,100,100,100,100.0,3.9388189999999668
8,100,100,100,100.0,3.5409779999999955
9,100,100,55.86252,85.4346316,3.388668999999936
10,100,100,43.883,81.48139,3.1239540000005945
11,100,100,100,100.0,2.800919999999678
12,100,100,100,100.0,2.4202070000001186
13,100,100,100,100.0,2.191530999999486
14,100,100,100,100.0,2.0680520000005345
15,100,100,100,100.0,1.870679999999993
16,100,100,100,100.0,1.7654320000001462
17,100,0,0,100.0,1.6682339999997566
18,100,100,0,100.0,1.5725439999996524
19,100,55.06743287014747,-105.59192000000004,16.877593575850128,1.296118000000206
20,100,100,-31.874120000000026,56.48154039999999,0.8454920000003767
21,100,100,100,100.0,0.5330949999997756
22,100,0,0,100.0,0.4403579999998328
23,100,0,0,100.0,0.4232739999997648
24,100,0,0,100.0,0.4301210000003266
25,100,0,0,100.0,0.42690200000015466
26,100,100,0,100.0,0.16192799999953422
27,100,0,0,100.0,0.0
28,100,0,0,100.0,0.0
29,100,0,0,100.0,0.0
30,100,0,0,100.0,0.0
31,100,0,0,100.0,0.0
32,100,0,0,100.0,0.0
33,100,0,0,100.0,0.0
34,100,78.97420991431639,0,89.4871049571582,0.2551499999999578
35,100,92.42966485500715,100,97.42608605070242,0.7937310000006619
36,100,100,100,100.0,1.1651480000000447
37,100,100,100,100.0,1.5303129999992962
38,100,100,100,100.0,1.8006500000001324
39,100,95.50491050955111,100,98.47166957324738,2.1735930000004373
40,100,84.44024205890551,100,94.70968230002788,2.2381709999999657
41,100,0,0,100.0,2.434932999999546
42,100,65.72938901739155,0,82.86469450869578,2.444195000000036
43,100,-22.270609525154338,100,58.42799276144753,2.961170000000493
44,100,-73.63648701626717,100,40.963594414469156,3.247790999999779
45,100,14.568017630223695,100,70.95312599427606,3.9847609999997076
46,100,-18.384470761000273,100,59.74927994125991,4.068909000000531
47,100,0,0,100.0,4.124742999999398
48,100,100,0,100.0,4.3919510000005175
49,100,-27.670447669910114,-32.75000000000006,12.78454779223054,4.858046999999715
50,100,0,0,100.0,5.161431000000448
51,100,100,0,100.0,5.210057999999663
