point#,speed score,accn score,jerk score,point score,distance weight
0,100,0,0,100.0,4.562593000000561
1,100,100,0,100.0,5.947673999999097
2,100,0,0,100.0,4.585621000000174
3,100,100,0,100.0,4.230387999999948
4,100,100,100,100.0,5.511773000000176
5,100,100,100,100.0,5.943074000000706
6,100,100,100,100.0,5.768876999998611
7,100,100,100,100.0,4.944106000000829
8,100,100,100,100.0,5.251339000000371
9,100,0,0,100.0,5.402184999999008
10,100,100,0,100.0,5.491291000000274
11,100,0,0,100.0,5.916854999999487
12,100,100,0,100.0,5.974574000001667
13,100,0,0,100.0,6.352976999998646
14,100,100,0,100.0,6.245632000000114
15,100,2.02604454723726,41.237159999999996,47.297117946060666,6.50735800000075
16,100,0,0,100.0,7.482544999998936
17,100,94.91716437987627,0,97.45858218993814,6.921669000001202
18,100,0,0,100.0,8.027291999998852
19,100,0,0,100.0,7.277289999999994
20,100,90.78804316463732,0,95.39402158231866,7.557247000000643
21,100,0,0,100.0,7.458592999999382
22,100,86.9427454872527,0,93.47137274362635,7.9582010000012815
23,100,0,0,100.0,7.680555999999342
24,100,0,0,100.0,8.110695999999734
25,100,0,0,100.0,8.417895000000499
26,100,0,0,100.0,8.04914800000006
27,100,0,0,100.0,29.18985099999918
28,100,0,0,100.0,10.327903000001243
29,100,0,0,100.0,11.116307999998753
30,100,0,0,100.0,7.7994740000012825
31,100,0,0,100.0,8.049208999998882
32,100,0,0,100.0,10.81681700000081
33,100,100,0,100.0,8.195326999999452
34,100,0,0,100.0,7.417570999999953
35,100,0,0,100.0,7.659236999999848
36,100,0,0,100.0,7.779206999999587
37,100,0,0,100.0,7.478049000001192
38,100,100,0,100.0,7.564150999998674
39,100,100,100,100.0,12.166882000001351
40,100,0,0,100.0,7.427936000000045
