1,19:11:02.465040,560,0,16,0,0,0.076701,0.076701,0.076701,0.000000,0.000000
2,19:11:02.505533,563,0,16,0,0,0.117194,0.117194,0.040493,0.000000,0.000000
3,19:11:02.583545,562,0,16,0,0,0.195206,0.195206,0.078012,0.000000,0.000000
4,19:11:02.621428,562,0,16,0,0,0.233089,0.233089,0.037883,0.000000,0.000000
5,19:11:02.684531,562,0,16,0,0,0.296192,0.296192,0.063103,0.000000,0.000000
6,19:11:02.750179,565,0,16,0,0,0.361840,0.361840,0.065648,0.000000,0.000000
7,19:11:02.808924,566,0,16,0,0,0.420585,0.420585,0.058745,0.000000,0.000000
8,19:11:02.882543,564,0,16,0,0,0.494204,0.494204,0.073619,0.000000,0.000000
9,19:11:02.944537,568,0,16,0,0,0.556198,0.556198,0.061994,0.000000,0.000000
10,19:11:02.985543,569,0,16,0,0,0.597204,0.597204,0.041006,0.000000,0.000000
11,19:11:03.080945,569,0,16,0,0,0.692606,0.692606,0.095402,0.000000,0.000000
12,19:11:03.118586,569,0,16,41.997667167,-93.632911667,0.730247,0.730247,0.037641,0.000000,0.000000
13,19:11:03.183734,568,0,16,0,0,0.795395,0.795395,0.065148,0.000000,0.000000
14,19:11:03.243301,566,0,16,0,0,0.854962,0.854962,0.059567,0.000000,0.000000
15,19:11:03.306659,567,0,16,0,0,0.918320,0.918320,0.063358,0.000000,0.000000
16,19:11:03.355371,570,0,16,0,0,0.967032,0.967032,0.048712,0.000000,0.000000
17,19:11:03.380924,566,0,16,0,0,0.992585,0.992585,0.025553,0.000000,0.000000
18,19:11:03.425554,566,0,16,0,0,1.037215,1.037215,0.044630,0.000000,0.000000
19,19:11:03.485730,566,0,16,0,0,1.097391,1.097391,0.060176,0.000000,0.000000
20,19:11:03.529416,566,0,17,0,0,1.141077,1.141077,0.043686,0.000000,0.000000
21,19:11:03.596162,562,0,17,0,0,1.207823,1.207823,0.066746,0.000000,0.000000
22,19:11:03.654783,557,0,17,0,0,1.266444,1.266444,0.058621,0.000000,0.000000
23,19:11:03.713620,554,0,17,0,0,1.325281,1.325281,0.058837,0.000000,0.000000
24,19:11:03.752755,559,0,17,0,0,1.364416,1.364416,0.039135,0.000000,0.000000
25,19:11:03.790551,565,0,17,0,0,1.402212,1.402212,0.037796,0.000000,0.000000
26,19:11:03.836569,571,0,17,0,0,1.448230,1.448230,0.046018,0.000000,0.000000
27,19:11:03.871638,580,0,17,0,0,1.483299,1.483299,0.035069,0.000000,0.000000
28,19:11:03.916240,589,0,17,0,0,1.527901,1.527901,0.044602,0.000000,0.000000
29,19:11:03.960365,597,0,17,0,0,1.572026,1.572026,0.044125,0.000000,0.000000
30,19:11:04.049600,608,0,17,0,0,1.661261,1.661261,0.089235,0.000000,0.000000
