1551490288.718073,94,811,0,19,42.018144667,-93.638214,2019-03-02T01:31:29.000Z,0,0.000000
1551490289.041997,94,812,0,19,0,0,2019-03-02T01:31:29.000Z,1,0.000000
1551490289.616881,94,814,0,20,0,0,2019-03-02T01:31:30.000Z,2,0.000000
1551490289.929154,94,868,0,20,0,0,2019-03-02T01:31:30.000Z,3,0.000000
1551490290.341562,94,847,0,20,42.018144833,-93.638214167,2019-03-02T01:31:31.000Z,4,0.000000
1551490290.866474,94,853,0,20,0,0,2019-03-02T01:31:31.000Z,5,0.000000
1551490291.203688,94,833,0,20,42.018143833,-93.638212833,2019-03-02T01:31:32.000Z,6,0.000000
1551490291.541134,94,839,0,20,0,0,2019-03-02T01:31:32.000Z,7,0.000000
1551490291.935154,94,834,0,20,0,0,2019-03-02T01:31:32.000Z,8,0.000000
1551490292.365881,94,834,0,20,42.018142333,-93.638210167,2019-03-02T01:31:33.000Z,9,0.000000
1551490292.684502,94,809,0,19,0,0,2019-03-02T01:31:33.000Z,10,0.000000
1551490293.015628,94,812,0,19,42.0181415,-93.638209,2019-03-02T01:31:34.000Z,11,0.000000
1551490293.346708,94,786,0,19,0,0,2019-03-02T01:31:34.000Z,12,0.000000
1551490294.002676,94,777,0,19,0,0,2019-03-02T01:31:34.000Z,13,0.000000
1551490294.402623,94,798,0,19,42.018141167,-93.638208167,2019-03-02T01:31:35.000Z,14,0.000000
1551490294.733729,94,790,0,19,0,0,2019-03-02T01:31:35.000Z,15,0.000000
1551490295.064837,94,784,0,19,42.018141333,-93.638208333,2019-03-02T01:31:36.000Z,16,0.000000
1551490295.395975,94,801,0,19,0,0,2019-03-02T01:31:36.000Z,17,0.000000
1551490295.714667,94,782,0,19,0,0,2019-03-02T01:31:36.000Z,18,0.000000
1551490296.095735,94,795,0,19,0,0,2019-03-02T01:31:36.000Z,19,0.000000
1551490296.614594,93,793,0,19,42.018141,-93.638207833,2019-03-02T01:31:37.000Z,20,0.000000
1551490297.170385,93,882,0,21,0,0,2019-03-02T01:31:37.000Z,21,0.000000
1551490297.851245,93,862,0,20,42.018140667,-93.638207833,2019-03-02T01:31:38.000Z,22,0.000000
1551490298.207553,93,810,0,20,0,0,2019-03-02T01:31:38.000Z,23,0.000000
1551490298.838481,94,855,0,20,42.018140333,-93.638208333,2019-03-02T01:31:39.000Z,24,0.000000
1551490299.176224,94,842,0,20,0,0,2019-03-02T01:31:39.000Z,25,0.000000
1551490299.700720,94,850,0,19,42.018140333,-93.638208667,2019-03-02T01:31:40.000Z,26,0.000000
1551490300.025626,94,813,0,19,0,0,2019-03-02T01:31:40.000Z,27,0.000000
1551490300.419167,94,816,0,19,42.01814,-93.6382085,2019-03-02T01:31:41.000Z,28,0.000000
1551490300.750234,94,790,0,18,0,0,2019-03-02T01:31:41.000Z,29,0.000000
1551490301.175176,94,798,0,19,0,0,2019-03-02T01:31:41.000Z,30,0.000000
1551490302.132735,93,774,0,19,42.01814,-93.638209,2019-03-02T01:31:42.000Z,31,0.000000
1551490302.674724,93,801,0,19,42.01814,-93.6382095,2019-03-02T01:31:43.000Z,32,0.000000
1551490303.024474,93,786,0,19,0,0,2019-03-02T01:31:43.000Z,33,0.000000
1551490303.449323,93,801,0,19,42.0181395,-93.63821,2019-03-02T01:31:44.000Z,34,0.000000
1551490303.774766,93,786,0,19,0,0,2019-03-02T01:31:44.000Z,35,0.000000
1551490304.105322,93,796,0,19,42.018139,-93.638210167,2019-03-02T01:31:45.000Z,36,0.000000
1551490304.436512,94,784,0,19,0,0,2019-03-02T01:31:45.000Z,37,0.000000
1551490304.954994,94,801,0,19,42.018138167,-93.638208833,2019-03-02T01:31:46.000Z,38,0.000000
1551490305.323575,94,794,0,19,0,0,2019-03-02T01:31:46.000Z,39,0.000000
1551490305.679759,94,809,0,19,42.018138,-93.638208833,2019-03-02T01:31:47.000Z,40,0.000000
1551490306.036016,94,780,0,19,42.018138333,-93.6382095,2019-03-02T01:31:48.000Z,41,0.000000
1551490306.379491,94,816,0,19,0,0,2019-03-02T01:31:48.000Z,42,0.000000
1551490306.816932,94,795,0,19,42.018138833,-93.638210667,2019-03-02T01:31:49.000Z,43,0.000000
1551490307.191710,94,814,0,19,42.018138667,-93.638211333,2019-03-02T01:31:50.000Z,44,0.000000
1551490307.560412,94,753,0,20,42.018138667,-93.638211667,2019-03-02T01:31:51.000Z,45,0.000000
1551490307.910276,94,827,0,19,0,0,2019-03-02T01:31:51.000Z,46,0.000000
