100,100,1,,3.969505,-1.983202,-1.891675
100,100,2,,-1.742662,0.767911,0
100,92.3887612,3,,3.754789,3.84452,5.631032
100,100,4,,3.759139,-1.984706,-1.985558
100,100,5,,-1.877849,0,3.698731
100,100,6,,-1.968779,0,-1.937541
100,100,7,,3.871273,0,0
100,100,8,,0,0,0
100,100,9,,0,0,-1.95385
100,100,10,,0,0,3.699102
100,100,11,,0,0,-1.98404
100,100,12,,3.75086,-1.917148,-1.80892
100,100,13,,3.942752,-1.956461,0
100,100,14,,0,0,-1.969911
100,100,15,,0,0,0
100,100,16,,0,-1.849427,0
100,100,17,,3.784575,0,0
100,100,18,,-1.937676,-1.638442,0
100,100,19,,0,3.844261,0
100,100,20,,3.969514,3.875136,0
100,100,21,,3.565322,-1.922241,3.816284
100,100,22,,3.67089,0,3.724478
100,100,23,,3.968119,3.969396,3.940358
100,100,24,,0,3.905755,-1.952992
100,100,25,,3.778283,-1.937001,0
100,100,26,,3.976816,0,3.937426
100,100,27,,0,5.954069,0
100,100,28,,0,0,3.907074
65.03270012,100,29,,9.53605,0,0
77.01777174,100,30,,5.54828,5.858894,3.396071
100,100,31,,3.840526,0,0
100,100,32,,0,5.766458,5.085936
81.83625536,100,33,,5.723028,0,0
85.32240606,100,34,,5.345802,3.905969,0
94.81885208,100,35,,3.969396,0,5.954272
91.80209833,100,36,,3.935699,3.931096,0
88.7620764,100,37,,3.876757,0,0
85.91962579,100,38,,3.778976,3.999167,3.969571
82.91279415,100,39,,3.676626,3.677857,3.616596
100,100,40,,0,3.871114,0
100,100,41,,0,0,0
63.36516201,74.92309311,42,,3.876909,6.065163,3.812683
100,100,43,,0,0,3.727568
54.45435644,100,44,,3.906097,3.212109,3.815527
67.1521605,28.31518623,45,,3.670143,7.569849,0
60.23836275,100,46,,3.69958,0,0
100,87.9385146,47,,0,3.616571,3.875564
100,100,48,,0,0,9.923885
34.92621322,80.25910265,49,,3.590072,3.727372,0
41.90111849,80.58039887,50,,3.874925,3.844483,3.814472
100,100,51,,0,0,0
13.7566009,67.34496089,52,,3.563836,3.698813,0
98.0952381,71.11809696,53,,0,3.780497,3.8145
-2.424561856,66.09092409,54,,3.67178,3.728408,3.814502
96.19047619,100,55,,0,0,3.964492
96.19047619,100,56,,0,0,0
96.19047619,40.67806251,57,,0,3.728534,0
96.19047619,100,58,,0,0,6.876788
96.19047619,100,59,,0,0,0
92.81224685,100,60,,-1.864364,0,2.943822
95.08226896,21.83409193,61,,-1.862655,3.99852,-1.731383
96.69054339,100,62,,-1.782732,0,0
95.00877908,87.89846683,63,,-1.863551,-1.984765,3.969529
94.13012269,100,64,,-1.892412,0,-1.968717
100,100,65,,0,0,0
90.13182328,30.64787035,66,,-1.921529,3.564332,0
100,91.03819791,67,,0,-1.892438,0
100,94.42078723,68,,0,-1.860223,0
90.80569462,100,69,,-1.89185,0,-1.907218
21.37054648,19.22471872,70,,3.84139,3.905473,0
88.59041625,33.36730288,71,,-1.971002,-3.727581,3.970161
100,19.20687115,72,,0,3.906006,0
100,92.42640828,73,,0,-1.847882,0
100,100,74,,0,0,0
100,100,75,,0,0,0
100,100,76,,0,0,0
100,100,77,,0,0,0
100,100,78,,0,0,0
100,100,79,,0,0,0
100,100,80,,0,0,0
88.92221527,100,81,,-1.952046,0,-1.951205
21.20800964,13.47301643,82,,3.846244,3.906037,0
89.16631356,90.90977816,83,,-1.952518,-1.907196,0
92.43708511,100,84,,-1.953457,0,-1.968287
100,90.11135344,85,,0,-1.922186,0
100,100,86,,0,0,3.906037
100,100,87,,0,0,-1.984706
100,100,88,,0,0,0
89.71811849,100,89,,-1.921063,0,-1.923069
100,89.85616395,90,,0,-1.922197,-1.934655
87.59883721,86.89358292,91,,-1.985605,1.968794,3.646859
91.94468444,87.9497184,92,,-1.967694,-1.983127,-2.960323
100,21.16889901,93,,0,3.847412,3.814443
100,89.15036142,94,,0,-1.95303,-1.952961
87.69619538,93.10148936,95,,-1.98475,-1.92223,-1.952103
100,100,96,,0,0,0
100,100,97,,0,0,0
26.21841088,100,98,,-3.969428,-1.525744,0
50.01935088,100,99,,3.906044,0,-1.921311
87.8597057,100,100,,-1.984761,-1.40305,0
92.97821754,100,101,,-1.934539,0,-1.892387
100,27.44421773,102,,0,-3.904137,-1.918903
100,100,103,,0,0,0
100,100,104,,0,0,3.820716
50.78706358,100,105,,3.876051,0,-1.938894
90.28769568,32.0040227,106,,-1.907211,-3.783895,-1.967203
92.93476862,54.57617487,107,,-1.936588,3.728018,-1.893861
100,92.9615216,108,,0,-1.821809,0
50.8608068,92.29206811,109,,3.87317,-1.966897,-1.979798
88.36108328,96.4003871,110,,-1.968747,-1.782664,0
91.89445428,100,111,,-1.985648,0,0
94.08534988,100,112,,-1.892424,0,-1.922116
100,90.77446389,113,,0,-1.922224,3.844645
100,100,114,,0,0,-1.907232
90.71364309,67.42430335,115,,-1.924198,3.532258,-1.95234
93.08325101,100,116,,-1.968577,0,0
62.00572067,89.42310794,117,,3.937744,-1.952999,-1.9838
88.84837934,100,118,,-1.984737,0,0
100,90.74023293,119,,1.860434,-1.923335,0
91.18431107,100,120,,-1.908922,0,0
93.06358846,100,121,,-1.969523,0,0
100,100,122,,0,0,0
100,100,123,,0,0,0
100,100,124,,0,-1.114722,0
100,94.05506145,125,,0,2.503536,-1.937436
100,91.23493345,126,,0,-1.907279,0
93.03709873,100,127,,-1.880915,0,0
54.68974289,92.13063944,128,,-3.937521,-1.893254,0
100,64.76335196,129,,0,3.81434,0
92.88832027,89.41828938,130,,-1.952991,-1.96624,0
100,94.61705465,131,,0,-1.894783,0.63404
93.21219287,100,132,,-1.969174,0,-3.46351
96.58813864,92.6669897,133,,-1.936614,-1.893136,0.984369
100,100,134,,0,0,-1.574997
100,35.19093602,135,,0,-3.875954,0
100,58.62842427,136,,0,-3.843507,-1.98154
95.83200067,96.6235875,137,,-1.937481,-1.934779,0
97.20175701,100,138,,-1.968706,0,-1.968729
63.04505618,97.10833706,139,,-3.937582,-1.891829,0
99.48747297,61.09438276,140,,-1.953003,-3.970783,-1.497147
100,99.09051622,141,,-1.907203,-1.937271,-1.606679
100,22.65781261,142,,-1.920204,-5.634206,-3.299073
100,83.8038904,143,,-1.953651,-1.907228,-1.394521
73.4674503,72.02945497,144,,-3.815331,-3.905967,-3.937426
100,100,145,,0,0,-3.907891
100,69.48657614,146,,0,-3.616663,-5.225243
100,100,147,,-1.968744,-1.821732,-3.909244
100,100,148,,0,-1.937572,-3.784732
100,100,149,,0,-1.849427,-2.856205
100,81.75643194,150,,-1.96964,-3.905975,-3.032614
100,100,151,,-1.892384,-1.877868,-3.643671
100,100,152,,-1.984793,-1.968701,
80.84141704,88.34033068,153,,-3.874948,-3.784918,
