1555983740.079069, 746, 20:42:19.863577, 0, 20:42:19.889026, 16,20:42:20.094400, 0, 0, n/a, 20:42:20.095980, 0, 0.000000, 0.000000
1555983740.648121, 748, 20:42:20.327447, 0, 20:42:20.563729, 16,20:42:20.653218, 41.9976445, -93.632804833, 2019-04-23T01:42:21.000Z, 20:42:21.087503, 0, 0.000000, 0.000000
1555983740.988459, 742, 20:42:21.088042, 0, 20:42:21.088322, 16,20:42:21.088595, 0, 0, 2019-04-23T01:42:21.000Z, 20:42:21.090643, 0, 0.000000, 0.000000
1555983741.369059, 738, 20:42:21.205941, 0, 20:42:21.268690, 16,20:42:21.376473, 41.997644333, -93.632805, 2019-04-23T01:42:22.000Z, 20:42:22.068878, 0, 0.000000, 0.000000
1555983741.684473, 745, 20:42:22.069523, 0, 20:42:22.069971, 16,20:42:22.070272, 0, 0, 2019-04-23T01:42:22.000Z, 20:42:22.072262, 0, 0.000000, 0.000000
1555983742.003984, 744, 20:42:22.072800, 0, 20:42:22.073076, 16,20:42:22.073339, 41.997645, -93.632806167, 2019-04-23T01:42:23.000Z, 20:42:23.070274, 0, 0.000000, 0.000000
1555983742.327582, 746, 20:42:23.071133, 0, 20:42:23.071624, 16,20:42:23.071896, 0, 0, 2019-04-23T01:42:23.000Z, 20:42:23.074942, 0, 0.000000, 0.000000
1555983742.643242, 748, 20:42:23.075576, 0, 20:42:23.075856, 16,20:42:23.076119, 41.9976455, -93.632806667, 2019-04-23T01:42:24.000Z, 20:42:24.071046, 0, 0.000000, 0.000000
1555983742.962466, 745, 20:42:24.071938, 0, 20:42:24.072298, 16,20:42:24.072576, 0, 0, 2019-04-23T01:42:24.000Z, 20:42:24.073966, 0, 0.000000, 0.000000
1555983743.265609, 740, 20:42:24.074511, 0, 20:42:24.074782, 16,20:42:24.075048, 41.9976465, -93.632808, 2019-04-23T01:42:25.000Z, 20:42:25.074088, 0, 0.000000, 0.000000
1555983743.573069, 749, 20:42:25.074672, 0, 20:42:25.075007, 16,20:42:25.075302, 0, 0, 2019-04-23T01:42:25.000Z, 20:42:25.076592, 0, 0.000000, 0.000000
1555983743.884158, 745, 20:42:25.077040, 0, 20:42:25.077312, 16,20:42:25.077580, 41.997646833, -93.632808833, 2019-04-23T01:42:26.000Z, 20:42:26.067908, 0, 0.000000, 0.000000
1555983744.211843, 746, 20:42:26.068544, 0, 20:42:26.068911, 16,20:42:26.069197, 0, 0, 2019-04-23T01:42:26.000Z, 20:42:26.073865, 0, 0.000000, 0.000000
