1,27:53.1,3197.033509,0.036865,0.036865,18,734,0,n/a,n/a,0,0,38376.62894,0,n/a,0
2,27:53.2,3197.058086,0.061442,0.024577,18,732,0,n/a,n/a,0,0,38376.62894,0,n/a,0
3,27:53.2,3197.086759,0.090115,0.028673,18,730,0,n/a,n/a,0,0,38376.62894,0,n/a,0
4,27:53.2,3197.111487,0.114843,0.024728,18,731,0,n/a,n/a,0,0,38376.62894,0,n/a,0
5,27:53.3,3197.1646,0.167956,0.053113,18,733,0,n/a,n/a,0,0,38376.62894,0,n/a,0
6,27:53.3,3197.185073,0.188429,0.020473,18,732,0,n/a,n/a,0,0,38376.62894,0,n/a,0
7,27:53.3,3197.217994,0.22135,0.032921,18,734,0,n/a,n/a,0,0,38376.62894,0,n/a,0
8,27:53.3,3197.238329,0.241685,0.020335,18,736,0,n/a,n/a,0,0,38376.62894,0,n/a,0
9,27:53.4,3197.263151,0.266507,0.024822,18,738,0,n/a,n/a,0,0,38376.62894,0,n/a,0
10,27:53.4,3197.287721,0.291077,0.02457,18,740,0,n/a,n/a,0,0,38376.62894,0,n/a,0
11,27:53.4,3197.312302,0.315658,0.024581,18,742,0,n/a,n/a,0,0,38376.62894,0,n/a,0
12,27:53.4,3197.336632,0.339988,0.02433,18,743,0,n/a,n/a,0,0,38376.62894,0,n/a,0
13,27:53.5,3197.365308,0.368664,0.028676,18,747,0,n/a,n/a,0,0,38376.62894,0,n/a,0
14,27:53.5,3197.394118,0.397474,0.02881,18,749,0,n/a,n/a,0,0,38376.62894,0,n/a,0
15,27:53.5,3197.426751,0.430107,0.032633,18,750,0,n/a,n/a,0,0,38376.62894,0,n/a,0
16,27:53.5,3197.447233,0.450589,0.020482,18,753,0,n/a,n/a,0,0,38376.62894,0,n/a,0
17,27:53.6,3197.471809,0.475165,0.024576,18,753,0,n/a,n/a,0,0,38376.62894,0,n/a,0
18,27:53.6,3197.488958,0.492314,0.017149,18,754,0,n/a,n/a,0,0,38376.62894,0,n/a,0
19,27:53.6,3197.517122,0.520478,0.028164,18,755,0,0,0,0,0,38376.62894,0,0,0
20,27:53.6,3197.537361,0.540717,0.020239,18,755,0,n/a,n/a,0,0,38376.62894,0,n/a,0
21,27:53.7,3197.570598,0.573954,0.033237,18,754,0,n/a,n/a,0,0,38376.62894,0,n/a,0
22,27:53.7,3197.591598,0.594954,0.021,18,756,0,n/a,n/a,0,0,38376.62894,0,n/a,0
23,27:53.7,3197.631566,0.634922,0.039968,18,754,0,n/a,n/a,0,0,38376.62894,0,n/a,0
24,27:53.8,3197.664588,0.667944,0.033022,18,754,0,n/a,n/a,0,0,38376.62894,0,n/a,0
25,27:53.8,3197.68507,0.688426,0.020482,18,754,0,n/a,n/a,0,0,38376.62894,0,n/a,0
26,27:53.8,3197.709395,0.712751,0.024325,18,755,0,n/a,n/a,0,0,38376.62894,0,n/a,0
27,27:53.8,3197.729887,0.733243,0.020492,18,754,0,n/a,n/a,0,0,38376.62894,0,n/a,0
28,27:53.9,3197.766753,0.770109,0.036866,18,755,0,n/a,n/a,0,0,38376.62894,0,n/a,0
29,27:53.9,3197.79132,0.794676,0.024567,18,754,0,n/a,n/a,0,0,38376.62894,0,n/a,0
30,27:53.9,3197.807786,0.811142,0.016466,18,754,0,n/a,n/a,0,0,38376.62894,0,n/a,0
31,27:53.9,3197.83638,0.839736,0.028594,18,758,0,n/a,n/a,0,0,38376.62894,0,n/a,0
32,27:54.0,3197.856871,0.860227,0.020491,18,757,0,n/a,n/a,0,0,38376.62894,0,n/a,0
33,27:54.0,3197.898564,0.90192,0.041693,18,757,0,n/a,n/a,0,0,38376.62894,0,n/a,0
34,27:54.0,3197.934715,0.938071,0.036151,18,755,0,n/a,n/a,0,0,38376.62894,0,n/a,0
35,27:54.1,3197.955355,0.958711,0.02064,18,754,0,n/a,n/a,0,0,38376.62894,0,n/a,0
36,27:54.1,3197.992043,0.995399,0.036688,18,756,0,n/a,n/a,0,0,38376.62894,0,n/a,0
37,27:54.1,3198.020718,1.024074,0.028675,18,755,0,0,0,0,0,38376.62894,0,0,0
38,27:54.1,3198.041434,1.04479,0.020716,18,755,0,n/a,n/a,0,0,38376.62894,0,n/a,0
