1,16:21:24.008476,79.931090,0.163853,0.163853,19,838,0,n/a,n/a,0,0,293.514429,0.000000,n/a,0.000000
2,16:21:24.059353,79.984344,0.217107,0.053254,19,847,0,n/a,n/a,0,0,293.514429,0.000000,n/a,0.000000
3,16:21:24.196649,80.082651,0.315414,0.098307,19,851,0,n/a,n/a,0,0,293.514429,0.000000,n/a,0.000000
4,16:21:24.419831,80.336634,0.569397,0.253983,19,851,0,0.0,0.0,0,0,293.514429,0.000000,0.0,0.000000
5,16:21:24.487450,80.410593,0.643356,0.073959,19,846,0,n/a,n/a,0,0,293.514429,0.000000,n/a,0.000000
6,16:21:24.592004,80.504728,0.737491,0.094135,19,848,0,n/a,n/a,0,0,293.514429,0.000000,n/a,0.000000
7,16:21:24.685858,80.578303,0.811066,0.073575,19,845,0,n/a,n/a,0,0,293.514429,0.000000,n/a,0.000000
8,16:21:24.757721,80.680841,0.913604,0.102538,19,851,0,n/a,n/a,0,0,293.514429,0.000000,n/a,0.000000
9,16:21:24.937717,80.848662,1.081425,0.167821,19,854,0,0.0,0.0,0,0,293.514429,0.000000,0.0,0.000000
10,16:21:25.162871,80.910104,1.142867,0.061442,19,848,0,n/a,n/a,0,0,293.514429,0.000000,n/a,0.000000
11,16:21:25.253597,81.176364,1.409127,0.266260,19,829,0,n/a,n/a,0,0,293.514429,0.000000,n/a,0.000000
12,16:21:25.303333,81.225520,1.458283,0.049156,19,829,0,n/a,n/a,0,0,293.514429,0.000000,n/a,0.000000
13,16:21:25.382829,81.299658,1.532421,0.074138,19,830,0,n/a,n/a,0,0,293.514429,0.000000,n/a,0.000000
14,16:21:25.666872,81.356599,1.589362,0.056941,19,833,0,0.0,0.0,0,0,293.514429,0.000000,0.0,0.000000
15,16:21:25.881708,81.799680,2.032443,0.443081,19,823,0,n/a,n/a,0,0,293.514429,0.000000,n/a,0.000000
16,16:21:25.907994,81.835869,2.068632,0.036189,19,822,0,n/a,n/a,0,0,293.514429,0.000000,n/a,0.000000
17,16:21:25.938844,81.864550,2.097313,0.028681,19,826,0,0.0,0.0,0,0,293.514429,0.000000,0.0,0.000000
18,16:21:25.994042,81.905635,2.138398,0.041085,19,828,0,n/a,n/a,0,0,293.514429,0.000000,n/a,0.000000
19,16:21:26.057167,81.958757,2.191520,0.053122,19,834,0,n/a,n/a,0,0,293.514429,0.000000,n/a,0.000000
20,16:21:26.110857,82.032493,2.265256,0.073736,19,847,0,n/a,n/a,0,0,293.514429,0.000000,n/a,0.000000
21,16:21:26.317185,82.229136,2.461899,0.196643,19,858,0,n/a,n/a,0,0,293.514429,0.000000,n/a,0.000000
22,16:21:26.388129,82.290559,2.523322,0.061423,19,859,0,n/a,n/a,0,0,293.514429,0.000000,n/a,0.000000
23,16:21:26.434460,82.365164,2.597927,0.074605,19,856,0,0.0,0.0,0,0,293.514429,0.000000,0.0,0.000000
24,16:21:26.497853,82.425743,2.658506,0.060579,19,858,0,n/a,n/a,0,0,293.514429,0.000000,n/a,0.000000
25,16:21:26.548109,82.474906,2.707669,0.049163,19,866,0,n/a,n/a,0,0,293.514429,0.000000,n/a,0.000000
26,16:21:26.611309,82.536521,2.769284,0.061615,19,871,4,n/a,n/a,0,0,293.548659,0.034231,n/a,0.034231
27,16:21:26.725866,82.647176,2.879939,0.110655,19,876,4,n/a,n/a,0,0,293.671610,0.122950,n/a,0.157181
28,16:21:26.782379,82.708396,2.941159,0.061220,19,882,4,n/a,n/a,41.999880044,-93.633107043,293.739632,0.068022,n/a,0.225203
29,16:21:26.966043,82.855845,3.088608,0.147449,19,886,4,n/a,n/a,41.99988,-93.633107,293.903464,0.163832,n/a,0.389035
30,16:21:27.019353,82.925491,3.158254,0.069646,19,890,4,7.138691,0.0,0,0,293.980848,0.077384,0.466419,0.466419
31,16:21:27.202023,83.065006,3.297769,0.139515,19,890,6,n/a,n/a,0,0,294.174619,0.193771,n/a,0.660190
32,16:21:27.271939,83.158979,3.391742,0.093973,19,886,6,n/a,n/a,0,0,294.331241,0.156622,n/a,0.816812
33,16:21:27.360548,83.269580,3.502343,0.110601,19,886,6,n/a,n/a,0,0,294.515576,0.184335,n/a,1.001147
34,16:21:27.523077,83.343307,3.576070,0.073727,19,890,6,n/a,n/a,0,0,294.638454,0.122879,n/a,1.124025
35,16:21:27.591968,83.519446,3.752209,0.176139,19,898,6,3.367258,-3.7714329999999996,0,0,294.932019,0.293565,0.951171,1.417590
36,16:21:27.748881,83.568602,3.801365,0.049156,19,898,6,n/a,n/a,0,0,295.013946,0.081927,n/a,1.499517
37,16:21:27.878250,83.802092,4.034855,0.233490,20,945,6,n/a,n/a,41.999881018,-93.633102512,295.403096,0.389150,n/a,1.888667
38,16:21:28.016374,83.945461,4.178224,0.143369,21,1028,8,n/a,n/a,0,0,295.681869,0.278773,n/a,2.167440
39,16:21:28.065735,83.986422,4.219185,0.040961,21,1076,8,n/a,n/a,0,0,295.772894,0.091025,n/a,2.258465
40,16:21:28.102622,84.027387,4.260150,0.040965,21,1116,8,3.937465,0.5702069999999999,0,0,295.863927,0.091033,0.9319080000000002,2.349498
