1,17:07:43.219802,736,0,18,0.000000,0.000000
2,17:07:43.268244,736,0,18,0.000000,0.000000
3,17:07:43.298721,738,0,18,0.000000,0.000000
4,17:07:43.338636,740,0,18,0.000000,0.000000
5,17:07:43.378931,741,0,18,0.000000,0.000000
6,17:07:43.422359,742,0,18,0.000000,0.000000
7,17:07:43.464360,740,0,18,0.000000,0.000000
8,17:07:43.502591,740,0,18,0.000000,0.000000
9,17:07:43.543679,739,0,18,0.000000,0.000000
10,17:07:43.605035,740,0,18,0.000000,0.000000
11,17:07:43.638384,743,0,18,0.000000,0.000000
12,17:07:43.709485,742,0,18,0.000000,0.000000
13,17:07:43.742722,744,0,18,0.000000,0.000000
14,17:07:43.769056,744,0,18,0.000000,0.000000
15,17:07:43.803839,745,0,18,0.000000,0.000000
16,17:07:43.860334,743,0,18,0.000000,0.000000
17,17:07:43.906667,740,0,18,0.000000,0.000000
18,17:07:43.967625,742,0,18,0.000000,0.000000
19,17:07:44.014210,741,0,18,0.000000,0.000000
20,17:07:44.078708,744,0,18,0.000000,0.000000
21,17:07:44.126497,746,0,18,0.000000,0.000000
22,17:07:44.157601,745,0,18,0.000000,0.000000
23,17:07:44.193735,747,0,18,0.000000,0.000000
24,17:07:44.238719,748,0,18,0.000000,0.000000
25,17:07:44.275515,750,0,18,0.000000,0.000000
26,17:07:44.351794,745,0,18,0.000000,0.000000
27,17:07:44.405091,746,0,18,0.000000,0.000000
28,17:07:44.446386,747,0,18,0.000000,0.000000
29,17:07:44.477198,745,0,18,0.000000,0.000000
30,17:07:44.523984,746,0,18,0.000000,0.000000
31,17:07:44.578993,746,0,18,0.000000,0.000000
32,17:07:44.630073,748,0,18,0.000000,0.000000
33,17:07:44.664717,748,0,18,0.000000,0.000000
34,17:07:44.703728,749,0,18,0.000000,0.000000
35,17:07:44.758598,748,0,18,0.000000,0.000000
36,17:07:44.790994,746,0,18,0.000000,0.000000
37,17:07:44.831769,746,0,18,0.000000,0.000000
38,17:07:44.864562,745,0,18,0.000000,0.000000
39,17:07:45.003365,745,0,18,0.000000,0.000000
40,17:07:45.034814,738,0,18,0.000000,0.000000
41,17:07:45.078429,739,0,18,0.000000,0.000000
42,17:07:45.119678,740,0,18,0.000000,0.000000
43,17:07:45.159594,740,0,18,0.000000,0.000000
44,17:07:45.216053,738,0,18,0.000000,0.000000
45,17:07:45.286417,735,0,18,0.000000,0.000000
46,17:07:45.334226,735,0,18,0.000000,0.000000
47,17:07:45.388559,735,0,18,0.000000,0.000000
48,17:07:45.450243,736,0,18,0.000000,0.000000
49,17:07:45.484697,732,0,18,0.000000,0.000000
50,17:07:45.521305,734,0,18,0.000000,0.000000
51,17:07:45.564326,732,0,18,0.000000,0.000000
52,17:07:45.614823,731,0,18,0.000000,0.000000
53,17:07:45.662193,731,0,18,0.000000,0.000000
54,17:07:45.734722,730,0,18,0.000000,0.000000
55,17:07:45.773371,728,0,18,0.000000,0.000000
56,17:07:45.805692,727,0,18,0.000000,0.000000
57,17:07:45.847965,727,0,18,0.000000,0.000000
58,17:07:45.913392,726,0,18,0.000000,0.000000
59,17:07:46.022755,725,0,18,0.000000,0.000000
60,17:07:46.083264,723,0,18,0.000000,0.000000
61,17:07:46.132025,721,0,18,0.000000,0.000000
62,17:07:46.227434,718,0,18,0.000000,0.000000
63,17:07:46.289131,716,0,18,0.000000,0.000000
64,17:07:46.345776,717,0,18,0.000000,0.000000
65,17:07:46.401482,716,0,18,0.000000,0.000000
66,17:07:46.440219,720,0,18,0.000000,0.000000
67,17:07:46.505515,720,0,18,0.000000,0.000000
68,17:07:46.551875,721,0,18,0.000000,0.000000
