point#,speed score,accn score,jerk score,point score,distance weight
0,100,100,100,100.0,3.958337
1,100,100,100,100.0,3.583871
2,100,100,100,100.0,3.333448
3,100,100,100,100.0,3.029856
4,100,100,-25.35452,58.6330084,2.778126
5,100,100,-27.775759999999995,57.8339992,2.27691
6,100,100,100,100.0,1.911554
7,100,100,100,100.0,1.607015
8,100,100,100,100.0,1.341326
9,100,100,100,100.0,1.081787
10,100,100,100,100.0,0.8569
11,100,100,100,100.0,0.5487
12,100,0,0,100.0,0.436729
13,100,0,0,100.0,0.440355
14,100,0,0,100.0,0.426902
15,100,0,0,100.0,0.42402
16,100,100,0,100.0,0.338904
17,100,38.102921788336545,0,69.05146089416827,0.207663
18,100,43.74284678593408,100,80.87256790721759,0.920013
19,100,64.50397702474704,100,87.931352188414,1.519069
20,100,97.56637908335397,100,99.17256888834035,1.862661
21,100,88.35462701490108,100,96.04057318506636,2.207466
22,100,75.54688701397242,100,91.68594158475062,2.504279
23,100,58.44420330246778,100,85.87102912283905,2.744518
24,100,0,0,100.0,2.824923
25,100,-241.94836913088702,0,-70.97418456544351,3.328995
26,100,1.1161463000509908,-28.345239999999983,24.025560542017338,3.591533
27,100,-141.99505743697455,100,17.721680471428648,4.005737
28,100,-58.42990417637803,100,46.133832580031466,4.326643
29,100,100,100,100.0,4.621306
30,100,56.49882097671648,100,85.20959913208361,4.981082
31,100,96.7132767508463,100,98.88251409528775,5.327156
32,100,31.22206663456999,100,76.6155026557538,5.801311
