point#,speed score,accn score,jerk score,point score,distance weight
0,100,0,0,100.0,0.0
1,100,0,0,100.0,0.0
2,100,0,0,100.0,0.0
3,100,0,0,100.0,0.0
4,100,0,0,100.0,0.0
5,100,0,0,100.0,0.0
6,100,0,0,100.0,0.0
7,100,100,0,100.0,0.250893
8,100,100,100,100.0,0.6165769999999999
9,100,100,100,100.0,0.900954
10,100,74.73219035994069,100,91.40894472237983,1.3267350000000002
11,100,60.80184276481242,100,86.67262654003622,2.5472109999999994
12,100,0,0,100.0,2.373615000000001
13,100,100,0,100.0,3.6764229999999998
14,100,6.168736737284575,80.69228000000001,61.72582289067675,4.967856000000001
